name,number,date_of_birth,age,height,citizenship,position,foot,joined,contract_expires,outfitter,player_id,club_id,country_of_birth,city_of_birth
andre,7,2001-07-16,22,1.76,Brazil,Midfield - Defensive Midfield,right,2021-03-01,2026-12-31,Nike,800176,2462,Brazil,Ibirataia
samuel xavier,2,1990-06-06,33,1.66,Brazil,Defender - Right-Back,right,2021-03-05,2025-12-31,Nike,198250,2462,Brazil,São Paulo
guga,23,1998-08-29,25,1.73,Brazil,Defender - Right-Back,right,2023-01-01,2026-12-31,Nike,592344,2462,Brazil,Rio de Janeiro
esquerdinha,0,2006-02-28,18,1.83,Brazil,Defender - Left-Back,,,,,1004737,2462,,
rafael monteiro,0,2004-02-14,20,1.73,Brazil,Defender - Left-Back,left,,,,1083669,2462,Brazil,Manaus
calegari,31,2002-02-27,22,1.71,Brazil,Defender - Right-Back,right,2020-01-06,2025-12-31,,686597,2462,Brazil,Cuiabá
caio paulista,16,1998-05-11,26,1.84,Brazil,Defender - Left-Back,left,2024-01-05,2028-12-31,Nike,601011,2462,Brazil,São Paulo
marcos pedro,0,2001-12-01,22,1.74,Brazil,Defender - Left-Back,left,2024-04-26,2024-12-31,,884071,2462,Brazil,Manaus
jefte,6,2003-12-21,20,1.83,Brazil,Defender - Left-Back,left,2023-07-05,2024-05-31,,851595,2462,Brazil,Rio de Janeiro
lucas justen,0,2003-07-03,20,1.85,Brazil,Defender - Centre-Back,,2021-01-01,,,997717,2462,,
marcelo,12,1988-05-12,36,1.74,Brazil,Defender - Left-Back,left,2023-02-24,2024-12-31,adidas,44501,2462,Brazil,Rio de Janeiro
luan freitas,35,2001-01-20,23,1.84,Brazil,Defender - Centre-Back,right,2024-02-05,2024-12-31,Nike,678376,2462,Brazil,Rio de Janeiro
kayky almeida,0,2005-05-01,19,1.85,Brazil,Defender - Centre-Back,left,,2027-12-31,Nike,1089609,2462,,
jorge,11,1996-03-28,28,1.84,Brazil,Defender - Left-Back,left,2024-04-16,,Nike,345084,2462,Brazil,Rio de Janeiro
felipe andrade,13,2002-05-29,21,1.82,Brazil,Defender - Centre-Back,right,2023-07-19,2025-12-31,,884070,2462,Brazil,Boa Viagem
manoel,26,1990-02-26,34,1.81,Brazil,Defender - Centre-Back,right,2021-04-14,2024-12-31,Nike,113586,2462,Brazil,Bacabal
david braz,4,1987-05-21,37,1.88,Brazil,Defender - Centre-Back,right,2024-04-17,2024-12-31,Nike,53226,2462,Brazil,Guarulhos
julio fidelis,0,2006-11-06,17,,Brazil,Defender,,,,,1119008,2462,,
felipe melo,30,1983-06-26,40,1.83,Brazil,Defender - Centre-Back,right,2022-01-01,2024-12-31,adidas,35537,2462,Brazil,Volta Redonda
marlon,4,1995-09-07,28,1.82,Brazil,Defender - Centre-Back,right,2023-07-12,2024-06-30,adidas,273236,2462,Brazil,Duque de Caxias
vitor eudes,98,1998-10-21,25,1.94,Brazil,Goalkeeper,right,2023-01-01,2025-12-31,adidas,590039,2462,Brazil,Contagem
nino,27,1997-04-10,27,1.88,Brazil,Defender - Centre-Back,right,2024-01-04,2028-06-30,adidas,520454,2462,Brazil,Recife
gustavo ramalho,50,2002-09-16,21,2.0,Brazil,Goalkeeper,right,2024-01-01,2024-12-31,,884069,2462,Brazil,Nanuque
pedro clemente,59,2003-04-29,21,1.87,Brazil,Attack - Centre-Forward,right,2023-08-31,2025-06-30,,1082970,210,Brazil,Taubaté
vitor mendes,0,1999-02-13,25,1.86,Brazil,Defender - Centre-Back,right,2023-10-30,,Nike,686333,2462,Brazil,Belém
pedro rangel,0,2000-06-29,23,1.92,Brazil,Goalkeeper,right,2024-01-17,2024-12-31,adidas,841263,2462,Brazil,Nepomuceno
freddy noguera,11,2004-01-09,20,,Paraguay,Attack - Centre-Forward,right,2024-02-09,2024-12-31,,1084936,210,Paraguay,Eusebio Ayala
fabio,1,1980-09-30,43,1.88,Brazil,Goalkeeper,right,2022-01-19,2025-12-31,adidas,22415,2462,Brazil,Nobres
luis suarez,9,1987-01-24,37,1.82,Uruguay,Attack - Centre-Forward,right,2024-01-01,2024-12-31,Puma,44352,210,Uruguay,Salto
joao pedro,11,1992-03-09,32,1.84,Italy,Attack - Centre-Forward,right,2023-08-02,2024-06-30,,129129,210,Brazil,Ipatinga
diego souza,0,1985-06-17,38,1.86,Brazil,Attack - Centre-Forward,right,2024-02-10,,Nike,33315,210,Brazil,Rio de Janeiro
ronald barcellos,22,2002-03-02,22,1.74,Brazil,Attack - Right Winger,left,2024-01-21,2024-06-30,,1082968,210,Brazil,Belford Roxo
jhonata robert,25,1999-10-26,24,1.79,Brazil,Attack - Right Winger,right,2019-01-01,2024-12-31,Nike,711338,210,Brazil,Recife
nathan fernandes,32,2005-02-16,19,1.76,Brazil,Attack - Right Winger,right,2023-07-01,2028-06-30,,1083600,210,Brazil,Campos dos Goytacazes
everton galdino,13,1997-03-17,27,1.77,Brazil,Attack - Right Winger,left,2024-01-01,2026-12-31,Nike,458251,210,Brazil,Osasco
lian,0,2005-09-20,18,,Brazil,Attack - Left Winger,,,,,1090755,210,Brazil,Rio de Janeiro
juan iturbe,11,1993-06-04,30,1.73,Paraguay,Attack - Right Winger,left,2024-01-01,2025-12-31,Nike,81455,210,Argentina,Buenos Aires
gustavo nunes,39,2005-11-20,18,,Brazil,Attack - Left Winger,right,2024-02-01,2028-12-31,,1086375,210,Brazil,São Vicente do Sul
zinho,99,2003-05-09,21,1.78,Brazil,Attack - Left Winger,right,2023-09-01,2024-06-30,Nike,997472,210,Brazil,Lajeado
ferreirinha,47,1997-12-31,26,1.76,Brazil,Attack - Left Winger,right,2024-01-09,2027-12-31,adidas,689017,210,Brazil,Dourados
lucas besozzi,22,2003-01-22,21,1.76,Argentina,Attack - Left Winger,right,2023-08-02,2024-06-30,Nike,829381,210,Argentina,Lanús
guilherme,11,1995-04-13,29,1.78,Brazil,Attack - Left Winger,left,2024-01-01,2026-12-31,Nike,444920,210,Brazil,São Paulo
rubens,70,2003-03-28,21,,Brazil,Midfield - Attacking Midfield,left,2024-04-12,2024-12-31,,997465,210,Brazil,Porto Alegre
jaminton campaz,13,2000-05-24,23,1.65,Colombia,Attack - Left Winger,left,2024-01-24,2026-12-31,Nike,491553,210,Colombia,Ibagué
gabriel silva,0,2002-07-03,21,1.78,Brazil,Midfield - Attacking Midfield,right,2024-01-18,2024-12-31,Puma,983109,210,Brazil,São Paulo
gustavinho,97,2001-10-29,22,1.74,Brazil,Midfield - Attacking Midfield,left,2021-01-01,2024-12-31,adidas,800649,210,Brazil,Juiz de Fora
pedro lucas,0,2002-07-26,21,1.73,Brazil,Midfield - Attacking Midfield,left,2024-03-06,2025-12-31,,718208,210,Brazil,Baixo Guandu
isaque,0,1997-04-22,27,1.78,Brazil,Midfield - Attacking Midfield,right,2024-01-01,2024-11-30,Nike,627099,210,Brazil,São Paulo
kauan kelvin,99,2005-01-21,19,1.86,Brazil,Midfield - Attacking Midfield,right,2023-07-01,2028-06-30,,997467,210,Brazil,Goiânia
vina,29,1991-04-15,33,1.77,Brazil,Midfield - Attacking Midfield,right,2023-07-27,2024-06-30,Nike,106281,210,Brazil,Curitiba
nathan,14,1996-03-13,28,1.77,Brazil,Midfield - Attacking Midfield,right,2023-04-10,2025-12-31,adidas,294798,210,Brazil,Blumenau
franco cristaldo,10,1996-08-15,27,1.75,Argentina,Midfield - Attacking Midfield,right,2023-01-01,2026-12-31,Nike,332259,210,Argentina,Morón
thaciano,16,1995-05-12,29,1.82,Brazil,Midfield - Central Midfield,right,2023-03-31,2025-12-31,,392487,210,Brazil,Campina Grande
pepe,23,1998-01-06,26,1.83,Brazil,Midfield - Central Midfield,right,2023-01-01,2025-12-31,Puma,606716,210,Brazil,Rio de Janeiro
bitello,89,2000-01-07,24,1.79,Brazil,Midfield - Central Midfield,right,2023-09-14,2028-06-30,adidas,703497,210,Brazil,Formosa do Oeste
felipe carballo,8,1996-10-04,27,1.77,Uruguay,Midfield - Central Midfield,right,2023-01-01,2026-12-31,adidas,394930,210,Uruguay,Montevideo
joao araujo,0,2005-06-20,18,,Brazil,Midfield - Defensive Midfield,right,,,,1156560,210,Brazil,Porto Alegre
luan,0,1993-03-27,31,1.8,Brazil,Midfield - Attacking Midfield,right,2024-04-19,,adidas,313106,210,Brazil,São José do Rio Preto
lucas milla,45,2003-01-28,21,1.76,Brazil,Midfield - Defensive Midfield,right,2023-01-01,2025-12-31,,980806,210,Brazil,Três Passos
josue souza,0,2005-04-25,19,,Brazil,Midfield - Defensive Midfield,,,,,1084815,210,Brazil,Nova Iguaçu
thiago santos,29,1989-09-05,34,1.81,Brazil,Midfield - Defensive Midfield,right,2023-03-31,2025-12-31,adidas,346922,210,Brazil,Curitiba
darlan,37,1998-04-16,26,1.74,Brazil,Midfield - Defensive Midfield,left,2024-02-20,2026-12-31,Nike,570582,210,Brazil,São Borja
ronald falkoski,35,2003-02-11,21,1.86,Brazil,Midfield - Defensive Midfield,right,2023-01-01,2025-12-31,adidas,959092,210,Brazil,Porto Alegre
fabio,2,1990-07-09,33,1.72,Brazil,Defender - Right-Back,right,2023-01-09,2024-12-31,adidas,61891,210,Brazil,Petrópolis
thomas luciano,58,2002-01-14,22,1.8,Brazil,Defender - Right-Back,right,2023-07-06,2026-06-30,Nike,869063,210,Brazil,Porto Alegre
lucas silva,16,1993-02-16,31,1.81,Brazil,Midfield - Defensive Midfield,right,2023-07-10,2024-12-31,Nike,218118,210,Brazil,Bom Jesus de Goiás
cuiabano,66,2003-02-16,21,1.79,Brazil,Defender - Left-Back,left,2024-04-19,2027-12-31,Nike,891353,210,Brazil,Cuiabá
joao pedro,18,1996-11-15,27,1.79,Brazil,Defender - Right-Back,right,2023-01-13,2025-12-31,Nike,342024,210,Brazil,Presidente Prudente
mathias villasanti,20,1997-01-24,27,1.78,Paraguay,Midfield - Defensive Midfield,right,2021-08-13,2027-12-31,Puma,436385,210,Paraguay,Caacupé
wesley costa,0,2004-02-04,20,1.81,Brazil,Defender - Left-Back,left,,,,1082969,210,Brazil,Alvorada
joao ramos,0,2003-02-15,21,,Brazil,Defender - Centre-Back,right,2024-01-01,2026-01-31,,997469,210,Brazil,Brasília
diogo barbosa,6,1992-08-17,31,1.79,Brazil,Defender - Left-Back,left,2024-01-01,2024-12-31,Nike,167724,210,Brazil,Terra Nova do Norte
gustavo martins,53,2002-08-11,21,1.91,Brazil,Defender - Centre-Back,right,2023-01-01,2025-12-31,Nike,874223,210,Brazil,Niterói
reinaldo,6,1989-09-28,34,1.78,Brazil,Defender - Left-Back,left,2023-01-01,2024-12-31,adidas,225617,210,Brazil,Porto Calvo
viery,0,2005-01-02,19,1.87,Brazil,Defender - Centre-Back,right,,,,950393,210,Brazil,Ubá
nata,36,2001-06-05,22,1.8,Brazil,Defender - Centre-Back,right,2023-01-01,2026-12-31,Nike,978004,210,Brazil,Ribeirão Preto
ze guilherme,0,2005-03-16,19,1.81,Brazil,Defender - Left-Back,left,,,,1084816,210,Brazil,Fortaleza
bruno alves,34,1991-04-16,33,1.85,Brazil,Defender - Centre-Back,right,2024-01-05,2025-12-31,adidas,177534,210,Brazil,Jacareí
pedro geromel,3,1985-09-21,38,1.9,Brazil,Defender - Centre-Back,right,2016-01-01,2024-06-30,adidas,32568,210,Brazil,São Paulo
walter kannemann,4,1991-03-14,33,1.84,Argentina,Defender - Centre-Back,left,2016-07-15,2025-12-31,Mizuno,145400,210,Argentina,Concepción del Uruguay
bruno uvini,25,1991-06-03,32,1.87,Brazil,Defender - Centre-Back,left,2024-04-11,2025-12-31,Nike,147396,210,Brazil,Capivari
rodrigo ely,5,1993-11-03,30,1.88,Brazil,Defender - Centre-Back,right,2023-08-02,2025-12-31,,176140,210,Brazil,Lajeado
caique,97,1997-07-31,26,1.98,Brazil,Goalkeeper,right,2023-08-02,2025-12-31,,384159,210,Brazil,Salvador
brenno,22,1999-04-01,25,1.9,Brazil,Goalkeeper,right,2023-08-13,2024-06-30,Nike,555016,210,Brazil,Sorocaba
felipe scheibig,0,2000-03-08,24,1.96,Brazil,Goalkeeper,right,2022-01-01,2024-12-31,Nike,896667,210,Brazil,Três Passos
adriel,23,2001-01-14,23,1.95,Brazil,Goalkeeper,right,2023-07-27,2024-06-30,Nike,808445,210,Brazil,Ilhéus
miguel merentiel,16,1996-02-24,28,1.76,Uruguay,Attack - Centre-Forward,right,2024-01-01,2027-12-31,Nike,481367,1023,Uruguay,Paysandú
jose manuel lopez,42,2000-12-06,23,1.9,Argentina,Attack - Centre-Forward,left,2022-07-18,2027-06-30,adidas,844797,1023,Argentina,San Lorenzo
rafael navarro,9,2000-04-14,24,1.83,Brazil,Attack - Centre-Forward,right,2023-07-10,2024-06-30,Puma,371267,1023,Brazil,Cabo Frio
luis guilherme,31,2006-02-09,18,1.75,Brazil,Attack - Right Winger,left,2023-01-01,2026-06-30,Nike,991800,1023,Brazil,Aracaju
estevao,41,2007-04-24,17,1.76,Brazil,Attack - Right Winger,left,2024-01-18,2026-06-30,Nike,1056993,1023,Brazil,Franca
rony,10,1995-05-11,29,1.67,Brazil,Attack - Centre-Forward,right,2020-02-21,2026-12-31,Umbro,371009,1023,Brazil,Magalhães Barata
gabriel grando,81,2000-03-29,24,1.92,Brazil,Goalkeeper,right,2024-04-19,2024-12-31,Puma,878037,210,Brazil,Chapecó
kauan santos,0,2004-06-17,19,1.69,Brazil,Attack - Left Winger,right,2024-02-08,,,1082538,1023,Brazil,Planaltina (DF)
kevin,37,2003-01-04,21,1.76,Brazil,Attack - Left Winger,right,2024-01-19,2028-12-31,Puma,900195,1023,Brazil,São Paulo
breno lopes,26,1996-01-24,28,1.78,Brazil,Attack - Left Winger,right,2024-04-18,2024-12-31,Nike,542598,1023,Brazil,Belo Horizonte
bruno tabata,7,1997-03-30,27,1.75,Brazil,Attack - Right Winger,left,2023-07-19,2024-06-30,adidas,438202,1023,Brazil,Ipatinga
giovani,17,2004-01-01,20,1.84,Brazil,Attack - Right Winger,left,2023-07-01,2028-06-30,adidas,749560,1023,Brazil,Itaquaquecetuba
jhon jhon,40,2002-09-09,21,1.78,Brazil,Midfield - Attacking Midfield,right,2023-01-01,2027-12-31,adidas,964582,1023,Brazil,Vitória
dudu,7,1992-01-07,32,1.66,Brazil,Attack - Left Winger,right,2015-01-11,2025-12-31,adidas,114937,1023,Brazil,Goiânia
raphael veiga,23,1995-06-19,28,1.76,Brazil,Midfield - Attacking Midfield,left,2017-01-01,2026-12-31,Nike,432953,1023,Brazil,São Paulo
pedro lima,0,2003-03-27,21,1.84,Brazil,Midfield - Central Midfield,left,2023-08-23,2024-06-30,,816135,1023,Brazil,Brasília
ze rafael,8,1993-06-16,30,1.75,Brazil,Midfield - Central Midfield,right,2019-01-01,2026-12-31,Nike,225432,1023,Brazil,Ponta Grossa
artur,9,1998-02-15,26,1.68,Brazil,Attack - Right Winger,left,2024-01-08,2027-06-30,adidas,440658,1023,Brazil,Fortaleza
richard rios,27,2000-06-02,23,1.85,Colombia,Midfield - Central Midfield,right,2023-03-28,2026-12-31,Nike,735573,1023,Colombia,Vegachí
eduard atuesta,20,1997-06-18,26,1.8,Colombia,Midfield - Central Midfield,right,2024-02-08,2024-12-31,Nike,469135,1023,Colombia,Vélez
leo azevedo,0,2004-03-14,20,1.81,Brazil,Midfield - Defensive Midfield,left,2024-01-31,,,1082639,1023,Brazil,Caetés
fabinho,35,2002-04-09,22,1.78,Brazil,Midfield - Defensive Midfield,right,2022-01-01,2027-12-31,adidas,627230,1023,Brazil,Natal
gabriel menino,25,2000-09-29,23,1.76,Brazil,Midfield - Central Midfield,right,2020-01-01,2027-12-31,adidas,608216,1023,Brazil,Morungaba
jailson,16,1995-09-07,28,1.87,Brazil,Midfield - Defensive Midfield,right,2024-01-01,2025-06-30,adidas,366948,1023,Brazil,Caçapava do Sul
mayke,12,1992-11-10,31,1.78,Brazil,Defender - Right-Back,right,2019-01-01,2025-12-31,Puma,147361,1023,Brazil,Carangola
garcia,32,2002-01-04,22,1.75,Brazil,Defender - Right-Back,right,2022-01-01,2027-12-31,Puma,574758,1023,Brazil,São Paulo
edney,2,2004-07-26,19,1.72,Brazil,Defender - Right-Back,right,2023-08-01,2026-07-31,,1082539,1023,Brazil,Dias d'Ávila (BA)
vanderlan,6,2002-09-07,21,1.83,Brazil,Defender - Left-Back,left,2022-01-01,2027-12-31,Puma,816129,1023,Brazil,Brumado
joaquin piquerez,22,1998-08-24,25,1.84,Uruguay,Defender - Left-Back,left,2021-07-31,2025-12-31,adidas,496268,1023,Uruguay,Montevideo
marcos rocha,2,1988-12-11,35,1.76,Brazil,Defender - Right-Back,right,2019-01-01,2024-12-31,Nike,75435,1023,Brazil,Sete Lagoas
ian custodio,36,2003-04-16,21,1.8,Brazil,Defender - Left-Back,left,2024-01-31,2027-06-30,,886564,1023,Brazil,São Paulo
michel,33,2003-05-20,21,1.88,Brazil,Defender - Centre-Back,right,2024-01-01,2026-12-31,adidas,887834,1023,Brazil,Avaré
naves,34,2002-05-08,22,1.82,Brazil,Defender - Centre-Back,right,2023-01-01,2027-12-31,adidas,964591,1023,Brazil,Santos
benjamin kuscevic,13,1996-05-02,28,1.86,Chile,Defender - Centre-Back,right,2024-02-08,2024-12-31,,340840,1023,Chile,Vitacura
murilo,26,1997-03-27,27,1.88,Brazil,Defender - Centre-Back,right,2022-01-19,2027-12-31,adidas,458710,1023,Brazil,São Gonçalo dos Campos
gustavo gomez,15,1993-05-06,31,1.85,Paraguay,Defender - Centre-Back,right,2020-07-01,2026-12-31,Nike,215390,1023,Paraguay,Misiones
mateus,24,2002-05-02,22,1.99,Brazil,Goalkeeper,right,2022-01-01,2026-12-31,,813121,1023,Brazil,Cajazeiras
kaique pereira,51,2003-04-16,21,1.9,Brazil,Goalkeeper,right,2023-01-01,2026-12-31,Puma,964590,1023,Brazil,São Paulo
luan,13,1993-05-10,31,1.86,Brazil,Defender - Centre-Back,right,2017-04-02,2025-12-31,adidas,178984,1023,Brazil,Vitória
marcelo lomba,14,1986-12-18,37,1.89,Brazil,Goalkeeper,right,2022-01-01,2024-12-31,adidas,53015,1023,Brazil,Rio de Janeiro
vinicius,12,1994-03-28,30,1.95,Brazil,Goalkeeper,right,2023-07-06,2026-06-30,adidas,286772,1023,Brazil,Guarulhos
weverton,21,1987-12-13,36,1.89,Brazil,Goalkeeper,right,2018-01-01,2026-12-31,Puma,69400,1023,Brazil,Rio Branco
leo jardim,1,1995-03-20,29,1.88,Brazil,Goalkeeper,right,2023-01-27,2025-12-31,Nike,288415,978,Brazil,Ribeirão Preto
erick marcus,16,2004-03-01,20,1.77,Brazil,Attack - Left Winger,right,2023-01-01,2027-12-31,Nike,834481,978,Brazil,Rio de Janeiro
eguinaldo,7,2004-08-09,19,1.75,Brazil,Attack - Left Winger,right,2023-07-31,2028-06-30,adidas,1033963,978,Brazil,Monção
luca orellano,23,2000-03-22,24,1.7,Argentina,Attack - Right Winger,left,2024-02-23,2024-12-31,adidas,636784,978,Argentina,Álvarez
erick farias,7,1997-01-03,27,1.74,Brazil,Attack - Left Winger,right,2023-08-02,2026-12-31,,535037,978,Brazil,Pelotas
figueiredo,22,2001-08-14,22,1.78,Brazil,Attack - Left Winger,right,2024-01-11,2026-12-31,adidas,703324,978,Brazil,Niterói
serginho,70,1995-04-06,29,1.8,Brazil,Attack - Left Winger,right,2023-07-01,2025-12-31,,456449,978,Brazil,Belo Horizonte
cauan barros,16,2004-05-06,20,1.83,Brazil,Midfield - Attacking Midfield,right,2024-02-15,2024-12-31,Nike,1083966,978,Brazil,Petrolândia
renan santos,0,2005-01-20,19,,Brazil,Midfield - Attacking Midfield,,,,,1100474,978,,
nene,10,1981-07-19,42,1.81,Brazil,Midfield - Attacking Midfield,left,2023-04-12,2024-12-31,Puma,29091,978,Brazil,Jundiaí
marlon santos,0,2003-03-22,21,,Brazil,Midfield - Attacking Midfield,right,,2024-06-30,Puma,1083963,978,,
dimitri payet,10,1987-03-29,37,1.75,France,Midfield - Attacking Midfield,right,2023-08-17,2025-06-30,Puma,37647,978,Réunion,Saint-Pierre
ricardinho,0,2004-06-03,19,,Brazil,Attack,,2023-04-13,,,1083964,978,,
caua paixao,0,2004-05-27,19,1.81,Brazil,Attack,right,2024-02-20,2024-12-31,,1083960,978,Brazil,Rio de Janeiro
mateus carvalho,85,2002-03-18,22,1.74,Brazil,Midfield - Central Midfield,left,2024-01-01,2027-12-31,,862574,978,Brazil,Tucuruí
gbtm,0,2005-01-05,19,1.9,Brazil,Attack - Centre-Forward,right,,,,1083962,978,Brazil,Rio de Janeiro
kennedy,0,2004-07-08,19,1.69,Brazil,Attack,,2024-03-28,,,1083092,10010,,
joao tavares,71,2002-04-17,22,1.81,Brazil,Attack - Centre-Forward,right,2023-07-28,2025-06-30,,815678,978,Brazil,Campos dos Goytacazes
vitor jacare,29,1999-10-24,24,1.68,Brazil,Attack - Right Winger,right,2024-01-10,2025-12-31,Nike,691843,10010,Brazil,Caririaçu
alex teixeira,0,1990-01-06,34,1.73,Brazil,Midfield - Attacking Midfield,right,2024-01-01,,Nike,66515,978,Brazil,Duque de Caxias
joao coni,0,2006-06-15,17,,Brazil,Attack,,,,,1114595,10010,,
juninho,0,2005-12-17,18,,Brazil,Attack,,,,,1109028,10010,Brazil,Arapiraca
ze vitor,0,1998-11-04,25,1.82,Brazil,Attack - Centre-Forward,right,2024-01-10,2024-12-31,,649722,978,Brazil,Paulo Afonso
thiago borbas,18,2002-04-07,22,1.86,Uruguay,Attack - Centre-Forward,right,2023-01-01,2027-12-31,Nike,743951,8793,Uruguay,Montevideo
alerrandro,9,2000-01-12,24,1.76,Brazil,Attack - Centre-Forward,right,2024-01-16,2024-12-31,adidas,371996,8793,Brazil,Lavras
welliton,31,2000-07-14,23,1.8,Brazil,Attack - Right Winger,right,2024-04-19,,,697848,8793,Brazil,Rio de Janeiro
kawe,39,2002-06-22,21,1.75,Brazil,Attack - Right Winger,right,2022-07-27,2027-06-30,adidas,791721,8793,Brazil,São Paulo
werik popo,45,2001-10-17,22,1.9,Brazil,Attack - Centre-Forward,right,2024-01-23,2024-12-31,adidas,902507,8793,Brazil,São Paulo
ignacio laquintana,33,1999-02-01,25,1.73,Uruguay,Attack - Right Winger,right,2023-04-04,2027-12-31,Nike,577407,8793,Uruguay,Paysandú
helinho,11,2000-04-25,24,1.75,Brazil,Attack - Right Winger,left,2022-01-19,2026-12-31,adidas,412365,8793,Brazil,Sertãozinho
everton,0,2002-02-24,22,1.7,Brazil,Attack - Left Winger,right,,2024-12-31,,839034,8793,,
talisson,21,2002-05-21,22,1.88,Brazil,Attack - Left Winger,right,2023-01-01,2025-12-31,Nike,1084074,8793,Brazil,Abaté
sorriso,77,2001-02-23,23,1.75,Brazil,Attack - Left Winger,right,2024-01-26,2024-06-30,Nike,868101,8793,Brazil,Natal
henry mosquera,30,2001-11-15,22,1.75,Colombia,Attack - Left Winger,right,2023-04-01,2027-12-31,adidas,975191,8793,Colombia,Quibdó
bruno goncalves,17,2003-03-14,21,1.74,Brazil,Midfield - Attacking Midfield,right,2021-08-01,2025-09-30,Nike,668234,8793,Brazil,São Paulo
marcelinho,0,2004-08-16,19,1.78,Brazil,Midfield - Attacking Midfield,left,2022-02-01,2025-04-11,,1084073,8793,,
gustavo neves,22,2004-04-23,20,1.76,Brazil,Midfield - Central Midfield,right,2023-01-01,2027-12-31,Nike,1084081,8793,Brazil,Goiânia
lucas evangelista,8,1995-05-06,29,1.81,Brazil,Midfield - Central Midfield,left,2021-07-01,2026-06-30,Nike,270188,8793,Brazil,Limeira
eric ramires,7,2000-08-10,23,1.72,Brazil,Midfield - Central Midfield,right,2022-01-19,2026-12-31,adidas,614328,8793,Brazil,Salvador
nathan camargo,0,2005-07-25,18,1.77,Brazil,Midfield - Defensive Midfield,right,,2027-06-30,,1015962,8793,Brazil,Limeira
jadsom,5,2001-05-20,23,1.76,Brazil,Midfield - Defensive Midfield,right,2021-02-19,2025-12-31,Nike,612162,8793,Brazil,Recife
aderlan,13,1990-08-18,33,1.8,Brazil,Defender - Right-Back,right,2024-01-01,2024-12-31,Nike,101506,8793,Brazil,Campina Grande
raul,23,1996-07-11,27,1.8,Brazil,Midfield - Defensive Midfield,right,2020-08-31,2024-12-31,adidas,479587,8793,Brazil,Tauá
jhonny,43,2002-04-16,22,1.79,Brazil,Defender - Right-Back,right,2024-04-19,2024-12-31,,992534,8793,Brazil,Itaboraí
matheus fernandes,35,1998-06-30,25,1.83,Brazil,Midfield - Defensive Midfield,right,2024-01-01,2027-12-31,Nike,351892,8793,Brazil,Itaboraí
yani quintero,0,2002-07-17,21,1.86,Colombia,Midfield - Defensive Midfield,right,2020-01-01,,,655335,8793,Colombia,Buenaventura
andres hurtado,34,2001-12-23,22,1.78,Ecuador,Defender - Right-Back,right,2022-01-18,2026-12-31,Nike,680506,8793,Ecuador,Santo Domingo
jonathan,0,2002-10-26,21,,Brazil,Defender - Left-Back,,,2025-02-28,,980980,8793,,
juninho capixaba,29,1997-07-06,26,1.76,Brazil,Defender - Left-Back,left,2023-01-01,2026-12-31,Nike,406676,8793,Brazil,Cachoeiro de Itapemirim
guilherme lopes,31,2002-02-14,22,1.78,Brazil,Defender - Left-Back,left,2023-01-01,2024-12-31,,678502,8793,Brazil,Brasília
luan candido,36,2001-02-02,23,1.87,Brazil,Defender - Left-Back,left,2022-01-01,2026-12-31,adidas,432166,8793,Brazil,Ubá
caetano,0,2002-05-04,22,1.91,Brazil,Defender - Centre-Back,left,2023-01-16,2027-12-31,,843499,8793,,
gustavo henrique,0,2005-10-18,18,1.98,Brazil,Defender - Centre-Back,left,2023-04-12,2028-03-31,,1082701,8793,,
cipriano,2,2002-11-09,21,1.97,Brazil,Defender - Centre-Back,left,2024-01-31,2024-05-31,,994622,8793,Brazil,Brusque
luan patrick,0,2002-01-20,22,1.9,Brazil,Defender - Centre-Back,right,2022-01-26,2024-12-31,Nike,658674,8793,Brazil,Carazinho
natan,3,2001-02-06,23,1.88,Brazil,Defender - Centre-Back,left,2023-08-07,2028-06-30,adidas,735568,8793,Brazil,Itapecerica da Serra
kevin lomonaco,17,2002-01-08,22,1.92,Argentina,Defender - Centre-Back,right,2023-07-27,2024-06-30,adidas,661136,8793,Argentina,Lanús
lucas cunha,4,1997-01-23,27,1.86,Brazil,Defender - Centre-Back,right,2023-02-01,2026-12-31,Nike,355496,8793,Brazil,Três Lagoas
eduardo santos,3,1997-11-28,26,1.96,Brazil,Defender - Centre-Back,right,2024-01-01,2028-06-30,Nike,564546,8793,Brazil,São Paulo
leonardo realpe,2,2001-02-26,23,1.86,Ecuador,Defender - Centre-Back,right,2020-01-20,2026-12-31,Nike,656409,8793,Ecuador,Quinindé
lucas rafael,71,1998-03-25,26,1.88,Brazil,Defender - Centre-Back,right,2022-07-19,2024-06-30,,722441,8793,Brazil,Rio de Janeiro
fabricio,0,2000-06-15,23,1.9,Brazil,Goalkeeper,right,2022-05-01,2025-12-31,,722457,8793,Brazil,Itaquiraí
guilherme lopes,0,2004-04-02,20,1.9,Brazil,Goalkeeper,,2024-02-23,,,1116544,8793,Brazil,Itapecerica da Serra
maycon cleiton,12,1998-11-08,25,1.91,Brazil,Goalkeeper,right,2024-04-19,2024-12-31,,723168,8793,Brazil,Cuiabá
leo ortiz,3,1996-01-03,28,1.86,Brazil,Defender - Centre-Back,right,2024-03-06,2028-12-31,Puma,374136,8793,Brazil,Porto Alegre
cleiton,1,1997-08-19,26,1.9,Brazil,Goalkeeper,right,2020-02-21,2024-12-31,adidas,468247,8793,Brazil,Descanso
lucao,40,2001-02-26,23,1.9,Brazil,Goalkeeper,right,2022-02-11,2026-12-31,Nike,412372,8793,Brazil,Barra Mansa
